,Time,Probs
55,0 days 00:55:00.000000000,0.0
56,0 days 00:56:00.000000000,0.0
57,0 days 00:57:00.000000000,0.0
58,0 days 00:58:00.000000000,0.0
59,0 days 00:59:00.000000000,0.0
60,0 days 01:00:00.000000000,0.0
61,0 days 01:01:00.000000000,0.0
62,0 days 01:02:00.000000000,0.0
63,0 days 01:03:00.000000000,0.0
64,0 days 01:04:00.000000000,0.0
65,0 days 01:05:00.000000000,0.0
66,0 days 01:06:00.000000000,0.0
67,0 days 01:07:00.000000000,0.0
68,0 days 01:08:00.000000000,0.0
69,0 days 01:09:00.000000000,0.0
70,0 days 01:10:00.000000000,0.0
71,0 days 01:11:00.000000000,0.0
72,0 days 01:12:00.000000000,0.0
73,0 days 01:13:00.000000000,0.0
74,0 days 01:14:00.000000000,0.0
75,0 days 01:15:00.000000000,0.0
76,0 days 01:16:00.000000000,0.0
77,0 days 01:17:00.000000000,0.0
78,0 days 01:18:00.000000000,0.0
79,0 days 01:19:00.000000000,0.0
80,0 days 01:20:00.000000000,0.0
81,0 days 01:21:00.000000000,0.0
82,0 days 01:22:00.000000000,0.0
83,0 days 01:23:00.000000000,0.0
84,0 days 01:24:00.000000000,0.0
85,0 days 01:25:00.000000000,0.0
86,0 days 01:26:00.000000000,0.0
87,0 days 01:27:00.000000000,0.0
88,0 days 01:28:00.000000000,0.0
89,0 days 01:29:00.000000000,0.0
90,0 days 01:30:00.000000000,0.0
91,0 days 01:31:00.000000000,0.0
92,0 days 01:32:00.000000000,0.0
93,0 days 01:33:00.000000000,0.0
94,0 days 01:34:00.000000000,0.0
95,0 days 01:35:00.000000000,0.0
96,0 days 01:36:00.000000000,0.0
97,0 days 01:37:00.000000000,0.0
98,0 days 01:38:00.000000000,0.0
99,0 days 01:39:00.000000000,0.0
100,0 days 01:40:00.000000000,0.0
101,0 days 01:41:00.000000000,0.0
102,0 days 01:42:00.000000000,0.0
103,0 days 01:43:00.000000000,0.0
104,0 days 01:44:00.000000000,0.0
105,0 days 01:45:00.000000000,0.0
106,0 days 01:46:00.000000000,0.0
107,0 days 01:47:00.000000000,0.0
108,0 days 01:48:00.000000000,0.0
109,0 days 01:49:00.000000000,0.0
110,0 days 01:50:00.000000000,0.0
111,0 days 01:51:00.000000000,0.0
112,0 days 01:52:00.000000000,0.0
113,0 days 01:53:00.000000000,0.0
114,0 days 01:54:00.000000000,0.0
115,0 days 01:55:00.000000000,0.0
116,0 days 01:56:00.000000000,0.0
117,0 days 01:57:00.000000000,0.0
118,0 days 01:58:00.000000000,0.0
119,0 days 01:59:00.000000000,0.0
120,0 days 02:00:00.000000000,0.0
121,0 days 02:01:00.000000000,0.0
122,0 days 02:02:00.000000000,0.0
123,0 days 02:03:00.000000000,0.0
124,0 days 02:04:00.000000000,0.0
125,0 days 02:05:00.000000000,0.0
126,0 days 02:06:00.000000000,0.0
127,0 days 02:07:00.000000000,0.0
128,0 days 02:08:00.000000000,0.0
129,0 days 02:09:00.000000000,0.0
130,0 days 02:10:00.000000000,0.0
131,0 days 02:11:00.000000000,0.0
132,0 days 02:12:00.000000000,0.0
133,0 days 02:13:00.000000000,0.0
134,0 days 02:14:00.000000000,0.0
135,0 days 02:15:00.000000000,0.0
136,0 days 02:16:00.000000000,0.0
137,0 days 02:17:00.000000000,0.0
138,0 days 02:18:00.000000000,0.0
139,0 days 02:19:00.000000000,0.0
140,0 days 02:20:00.000000000,0.0
141,0 days 02:21:00.000000000,0.0
142,0 days 02:22:00.000000000,0.0
143,0 days 02:23:00.000000000,0.0
144,0 days 02:24:00.000000000,0.0
145,0 days 02:25:00.000000000,0.0
146,0 days 02:26:00.000000000,0.0
147,0 days 02:27:00.000000000,0.0
148,0 days 02:28:00.000000000,0.0
149,0 days 02:29:00.000000000,0.0
150,0 days 02:30:00.000000000,0.0
151,0 days 02:31:00.000000000,0.0
152,0 days 02:32:00.000000000,0.0
153,0 days 02:33:00.000000000,0.0
154,0 days 02:34:00.000000000,0.0
155,0 days 02:35:00.000000000,0.0
156,0 days 02:36:00.000000000,0.0
157,0 days 02:37:00.000000000,0.0
158,0 days 02:38:00.000000000,0.0
159,0 days 02:39:00.000000000,0.0
160,0 days 02:40:00.000000000,0.0
161,0 days 02:41:00.000000000,0.0
162,0 days 02:42:00.000000000,0.0
163,0 days 02:43:00.000000000,0.0
164,0 days 02:44:00.000000000,0.0
165,0 days 02:45:00.000000000,0.0
166,0 days 02:46:00.000000000,0.0
167,0 days 02:47:00.000000000,0.0
168,0 days 02:48:00.000000000,0.0
169,0 days 02:49:00.000000000,0.0
170,0 days 02:50:00.000000000,0.0
171,0 days 02:51:00.000000000,0.0
172,0 days 02:52:00.000000000,0.0
173,0 days 02:53:00.000000000,0.0
174,0 days 02:54:00.000000000,0.0
175,0 days 02:55:00.000000000,0.0
176,0 days 02:56:00.000000000,0.0
177,0 days 02:57:00.000000000,0.0
178,0 days 02:58:00.000000000,0.0
179,0 days 02:59:00.000000000,0.0
180,0 days 03:00:00.000000000,0.0
181,0 days 03:01:00.000000000,0.0
182,0 days 03:02:00.000000000,0.0
183,0 days 03:03:00.000000000,0.0
184,0 days 03:04:00.000000000,0.0
185,0 days 03:05:00.000000000,0.0
186,0 days 03:06:00.000000000,0.0
187,0 days 03:07:00.000000000,0.0
188,0 days 03:08:00.000000000,0.0
189,0 days 03:09:00.000000000,0.0
190,0 days 03:10:00.000000000,0.0
191,0 days 03:11:00.000000000,0.0
192,0 days 03:12:00.000000000,0.0
193,0 days 03:13:00.000000000,0.0
194,0 days 03:14:00.000000000,0.0
195,0 days 03:15:00.000000000,0.0
196,0 days 03:16:00.000000000,0.0
197,0 days 03:17:00.000000000,0.0
198,0 days 03:18:00.000000000,0.0
199,0 days 03:19:00.000000000,0.0
200,0 days 03:20:00.000000000,0.0
201,0 days 03:21:00.000000000,0.0
202,0 days 03:22:00.000000000,0.0
203,0 days 03:23:00.000000000,0.0
204,0 days 03:24:00.000000000,0.0
205,0 days 03:25:00.000000000,0.0
206,0 days 03:26:00.000000000,0.0
207,0 days 03:27:00.000000000,0.0
208,0 days 03:28:00.000000000,0.0
209,0 days 03:29:00.000000000,0.0
210,0 days 03:30:00.000000000,0.0
211,0 days 03:31:00.000000000,0.0
212,0 days 03:32:00.000000000,0.0
213,0 days 03:33:00.000000000,0.0
214,0 days 03:34:00.000000000,0.0
215,0 days 03:35:00.000000000,0.0
216,0 days 03:36:00.000000000,0.0
217,0 days 03:37:00.000000000,0.0
218,0 days 03:38:00.000000000,0.0
219,0 days 03:39:00.000000000,0.0
220,0 days 03:40:00.000000000,0.0
221,0 days 03:41:00.000000000,0.0
222,0 days 03:42:00.000000000,0.0
223,0 days 03:43:00.000000000,0.0
224,0 days 03:44:00.000000000,0.0
225,0 days 03:45:00.000000000,0.0
226,0 days 03:46:00.000000000,0.0
227,0 days 03:47:00.000000000,0.0
228,0 days 03:48:00.000000000,0.0
229,0 days 03:49:00.000000000,0.0
230,0 days 03:50:00.000000000,0.0
231,0 days 03:51:00.000000000,0.0
232,0 days 03:52:00.000000000,0.0
233,0 days 03:53:00.000000000,0.0
234,0 days 03:54:00.000000000,0.0
235,0 days 03:55:00.000000000,0.0
236,0 days 03:56:00.000000000,0.0
237,0 days 03:57:00.000000000,0.0
238,0 days 03:58:00.000000000,0.0
239,0 days 03:59:00.000000000,0.0
240,0 days 04:00:00.000000000,0.0
241,0 days 04:01:00.000000000,0.0
242,0 days 04:02:00.000000000,0.0
243,0 days 04:03:00.000000000,0.0
244,0 days 04:04:00.000000000,0.0
245,0 days 04:05:00.000000000,0.0
246,0 days 04:06:00.000000000,0.0
247,0 days 04:07:00.000000000,0.0
248,0 days 04:08:00.000000000,0.0
249,0 days 04:09:00.000000000,0.0
250,0 days 04:10:00.000000000,0.0
251,0 days 04:11:00.000000000,0.0
252,0 days 04:12:00.000000000,0.0
253,0 days 04:13:00.000000000,0.0
254,0 days 04:14:00.000000000,0.0
255,0 days 04:15:00.000000000,0.0
256,0 days 04:16:00.000000000,0.0
257,0 days 04:17:00.000000000,0.0
258,0 days 04:18:00.000000000,0.0
259,0 days 04:19:00.000000000,0.0
260,0 days 04:20:00.000000000,0.0
261,0 days 04:21:00.000000000,0.0
262,0 days 04:22:00.000000000,0.0
263,0 days 04:23:00.000000000,0.0
264,0 days 04:24:00.000000000,0.0
265,0 days 04:25:00.000000000,0.0
266,0 days 04:26:00.000000000,0.0
267,0 days 04:27:00.000000000,0.0
268,0 days 04:28:00.000000000,0.0
269,0 days 04:29:00.000000000,0.0
270,0 days 04:30:00.000000000,0.0
271,0 days 04:31:00.000000000,0.0
272,0 days 04:32:00.000000000,0.0
273,0 days 04:33:00.000000000,0.0
274,0 days 04:34:00.000000000,0.0
275,0 days 04:35:00.000000000,0.0
276,0 days 04:36:00.000000000,0.0
277,0 days 04:37:00.000000000,0.0
278,0 days 04:38:00.000000000,0.0
279,0 days 04:39:00.000000000,0.0
280,0 days 04:40:00.000000000,0.0
281,0 days 04:41:00.000000000,0.0
282,0 days 04:42:00.000000000,0.0
283,0 days 04:43:00.000000000,0.0
284,0 days 04:44:00.000000000,0.0
285,0 days 04:45:00.000000000,0.0
286,0 days 04:46:00.000000000,0.0
287,0 days 04:47:00.000000000,0.0
288,0 days 04:48:00.000000000,0.0
289,0 days 04:49:00.000000000,0.0
290,0 days 04:50:00.000000000,0.0
291,0 days 04:51:00.000000000,0.0
292,0 days 04:52:00.000000000,0.0
293,0 days 04:53:00.000000000,0.0
294,0 days 04:54:00.000000000,0.0
295,0 days 04:55:00.000000000,0.0
296,0 days 04:56:00.000000000,0.0
297,0 days 04:57:00.000000000,0.0
298,0 days 04:58:00.000000000,0.0
299,0 days 04:59:00.000000000,0.0
300,0 days 05:00:00.000000000,0.0
301,0 days 05:01:00.000000000,0.0
302,0 days 05:02:00.000000000,0.0
303,0 days 05:03:00.000000000,0.0
304,0 days 05:04:00.000000000,0.0
305,0 days 05:05:00.000000000,0.0
306,0 days 05:06:00.000000000,0.0
307,0 days 05:07:00.000000000,0.0
308,0 days 05:08:00.000000000,0.0
309,0 days 05:09:00.000000000,0.0
310,0 days 05:10:00.000000000,0.0
311,0 days 05:11:00.000000000,0.0
312,0 days 05:12:00.000000000,0.0
313,0 days 05:13:00.000000000,0.0
314,0 days 05:14:00.000000000,0.0
315,0 days 05:15:00.000000000,0.0
316,0 days 05:16:00.000000000,0.0
317,0 days 05:17:00.000000000,0.0
318,0 days 05:18:00.000000000,0.0
319,0 days 05:19:00.000000000,0.0
320,0 days 05:20:00.000000000,0.0
321,0 days 05:21:00.000000000,0.0
322,0 days 05:22:00.000000000,0.0
323,0 days 05:23:00.000000000,0.0
324,0 days 05:24:00.000000000,0.0
325,0 days 05:25:00.000000000,0.0
326,0 days 05:26:00.000000000,0.0
327,0 days 05:27:00.000000000,0.0
328,0 days 05:28:00.000000000,0.0
329,0 days 05:29:00.000000000,0.0
330,0 days 05:30:00.000000000,0.0
331,0 days 05:31:00.000000000,0.0
332,0 days 05:32:00.000000000,0.0
333,0 days 05:33:00.000000000,0.0
334,0 days 05:34:00.000000000,0.0
335,0 days 05:35:00.000000000,0.0
336,0 days 05:36:00.000000000,0.0
337,0 days 05:37:00.000000000,0.0
338,0 days 05:38:00.000000000,0.0
339,0 days 05:39:00.000000000,0.0
340,0 days 05:40:00.000000000,0.0
341,0 days 05:41:00.000000000,0.0
342,0 days 05:42:00.000000000,0.0
343,0 days 05:43:00.000000000,0.0
344,0 days 05:44:00.000000000,0.0
345,0 days 05:45:00.000000000,0.0
346,0 days 05:46:00.000000000,0.0
347,0 days 05:47:00.000000000,0.0
348,0 days 05:48:00.000000000,0.0
349,0 days 05:49:00.000000000,0.0
350,0 days 05:50:00.000000000,0.0
351,0 days 05:51:00.000000000,0.0
352,0 days 05:52:00.000000000,0.0
353,0 days 05:53:00.000000000,0.0
354,0 days 05:54:00.000000000,0.0
355,0 days 05:55:00.000000000,0.0
356,0 days 05:56:00.000000000,0.0
357,0 days 05:57:00.000000000,0.0
358,0 days 05:58:00.000000000,0.0
359,0 days 05:59:00.000000000,0.0
360,0 days 06:00:00.000000000,0.0
361,0 days 06:01:00.000000000,0.0
362,0 days 06:02:00.000000000,0.0
363,0 days 06:03:00.000000000,0.0
364,0 days 06:04:00.000000000,0.0
365,0 days 06:05:00.000000000,0.009900990099009901
366,0 days 06:06:00.000000000,0.0
367,0 days 06:07:00.000000000,0.0
368,0 days 06:08:00.000000000,0.009900990099009901
369,0 days 06:09:00.000000000,0.0
370,0 days 06:10:00.000000000,0.009900990099009901
371,0 days 06:11:00.000000000,0.0
372,0 days 06:12:00.000000000,0.0
373,0 days 06:13:00.000000000,0.0
374,0 days 06:14:00.000000000,0.0
375,0 days 06:15:00.000000000,0.019801980198019802
376,0 days 06:16:00.000000000,0.0
377,0 days 06:17:00.000000000,0.0
378,0 days 06:18:00.000000000,0.0
379,0 days 06:19:00.000000000,0.0
380,0 days 06:20:00.000000000,0.0
381,0 days 06:21:00.000000000,0.0
382,0 days 06:22:00.000000000,0.009900990099009901
383,0 days 06:23:00.000000000,0.0
384,0 days 06:24:00.000000000,0.0
385,0 days 06:25:00.000000000,0.009900990099009901
386,0 days 06:26:00.000000000,0.0
387,0 days 06:27:00.000000000,0.0
388,0 days 06:28:00.000000000,0.0
389,0 days 06:29:00.000000000,0.0
390,0 days 06:30:00.000000000,0.009900990099009901
391,0 days 06:31:00.000000000,0.0
392,0 days 06:32:00.000000000,0.0
393,0 days 06:33:00.000000000,0.0
394,0 days 06:34:00.000000000,0.0
395,0 days 06:35:00.000000000,0.0
396,0 days 06:36:00.000000000,0.0
397,0 days 06:37:00.000000000,0.009900990099009901
398,0 days 06:38:00.000000000,0.0
399,0 days 06:39:00.000000000,0.0
400,0 days 06:40:00.000000000,0.0
401,0 days 06:41:00.000000000,0.0
402,0 days 06:42:00.000000000,0.0
403,0 days 06:43:00.000000000,0.0
404,0 days 06:44:00.000000000,0.0
405,0 days 06:45:00.000000000,0.0
406,0 days 06:46:00.000000000,0.009900990099009901
407,0 days 06:47:00.000000000,0.0
408,0 days 06:48:00.000000000,0.0
409,0 days 06:49:00.000000000,0.0
410,0 days 06:50:00.000000000,0.0
411,0 days 06:51:00.000000000,0.0
412,0 days 06:52:00.000000000,0.0
413,0 days 06:53:00.000000000,0.0
414,0 days 06:54:00.000000000,0.0
415,0 days 06:55:00.000000000,0.019801980198019802
416,0 days 06:56:00.000000000,0.0
417,0 days 06:57:00.000000000,0.0
418,0 days 06:58:00.000000000,0.009900990099009901
419,0 days 06:59:00.000000000,0.0
420,0 days 07:00:00.000000000,0.009900990099009901
421,0 days 07:01:00.000000000,0.0
422,0 days 07:02:00.000000000,0.0
423,0 days 07:03:00.000000000,0.0
424,0 days 07:04:00.000000000,0.0
425,0 days 07:05:00.000000000,0.0
426,0 days 07:06:00.000000000,0.0
427,0 days 07:07:00.000000000,0.0
428,0 days 07:08:00.000000000,0.0
429,0 days 07:09:00.000000000,0.0
430,0 days 07:10:00.000000000,0.009900990099009901
431,0 days 07:11:00.000000000,0.0
432,0 days 07:12:00.000000000,0.0
433,0 days 07:13:00.000000000,0.0
434,0 days 07:14:00.000000000,0.0
435,0 days 07:15:00.000000000,0.009900990099009901
436,0 days 07:16:00.000000000,0.0
437,0 days 07:17:00.000000000,0.0
438,0 days 07:18:00.000000000,0.0
439,0 days 07:19:00.000000000,0.0
440,0 days 07:20:00.000000000,0.0
441,0 days 07:21:00.000000000,0.0
442,0 days 07:22:00.000000000,0.0
443,0 days 07:23:00.000000000,0.0
444,0 days 07:24:00.000000000,0.0
445,0 days 07:25:00.000000000,0.0
446,0 days 07:26:00.000000000,0.0
447,0 days 07:27:00.000000000,0.0
448,0 days 07:28:00.000000000,0.0
449,0 days 07:29:00.000000000,0.0
450,0 days 07:30:00.000000000,0.0
451,0 days 07:31:00.000000000,0.0
452,0 days 07:32:00.000000000,0.0
453,0 days 07:33:00.000000000,0.0
454,0 days 07:34:00.000000000,0.0
455,0 days 07:35:00.000000000,0.0
456,0 days 07:36:00.000000000,0.0
457,0 days 07:37:00.000000000,0.0
458,0 days 07:38:00.000000000,0.0
459,0 days 07:39:00.000000000,0.009900990099009901
460,0 days 07:40:00.000000000,0.009900990099009901
461,0 days 07:41:00.000000000,0.0
462,0 days 07:42:00.000000000,0.0
463,0 days 07:43:00.000000000,0.0
464,0 days 07:44:00.000000000,0.0
465,0 days 07:45:00.000000000,0.0
466,0 days 07:46:00.000000000,0.0
467,0 days 07:47:00.000000000,0.0
468,0 days 07:48:00.000000000,0.0
469,0 days 07:49:00.000000000,0.0
470,0 days 07:50:00.000000000,0.0
471,0 days 07:51:00.000000000,0.0
472,0 days 07:52:00.000000000,0.0
473,0 days 07:53:00.000000000,0.0
474,0 days 07:54:00.000000000,0.0
475,0 days 07:55:00.000000000,0.0
476,0 days 07:56:00.000000000,0.0
477,0 days 07:57:00.000000000,0.0
478,0 days 07:58:00.000000000,0.0
479,0 days 07:59:00.000000000,0.0
480,0 days 08:00:00.000000000,0.0
481,0 days 08:01:00.000000000,0.0
482,0 days 08:02:00.000000000,0.0
483,0 days 08:03:00.000000000,0.0
484,0 days 08:04:00.000000000,0.0
485,0 days 08:05:00.000000000,0.0
486,0 days 08:06:00.000000000,0.0
487,0 days 08:07:00.000000000,0.0
488,0 days 08:08:00.000000000,0.0
489,0 days 08:09:00.000000000,0.0
490,0 days 08:10:00.000000000,0.0
491,0 days 08:11:00.000000000,0.0
492,0 days 08:12:00.000000000,0.009900990099009901
493,0 days 08:13:00.000000000,0.0
494,0 days 08:14:00.000000000,0.0
495,0 days 08:15:00.000000000,0.0
496,0 days 08:16:00.000000000,0.0
497,0 days 08:17:00.000000000,0.0
498,0 days 08:18:00.000000000,0.0
499,0 days 08:19:00.000000000,0.0
500,0 days 08:20:00.000000000,0.0
501,0 days 08:21:00.000000000,0.0
502,0 days 08:22:00.000000000,0.0
503,0 days 08:23:00.000000000,0.0
504,0 days 08:24:00.000000000,0.0
505,0 days 08:25:00.000000000,0.0
506,0 days 08:26:00.000000000,0.0
507,0 days 08:27:00.000000000,0.0
508,0 days 08:28:00.000000000,0.0
509,0 days 08:29:00.000000000,0.0
510,0 days 08:30:00.000000000,0.0
511,0 days 08:31:00.000000000,0.0
512,0 days 08:32:00.000000000,0.0
513,0 days 08:33:00.000000000,0.0
514,0 days 08:34:00.000000000,0.0
515,0 days 08:35:00.000000000,0.0
516,0 days 08:36:00.000000000,0.0
517,0 days 08:37:00.000000000,0.0
518,0 days 08:38:00.000000000,0.0
519,0 days 08:39:00.000000000,0.0
520,0 days 08:40:00.000000000,0.0
521,0 days 08:41:00.000000000,0.0
522,0 days 08:42:00.000000000,0.0
523,0 days 08:43:00.000000000,0.0
524,0 days 08:44:00.000000000,0.0
525,0 days 08:45:00.000000000,0.0
526,0 days 08:46:00.000000000,0.0
527,0 days 08:47:00.000000000,0.0
528,0 days 08:48:00.000000000,0.0
529,0 days 08:49:00.000000000,0.0
530,0 days 08:50:00.000000000,0.0
531,0 days 08:51:00.000000000,0.0
532,0 days 08:52:00.000000000,0.0
533,0 days 08:53:00.000000000,0.0
534,0 days 08:54:00.000000000,0.0
535,0 days 08:55:00.000000000,0.0
536,0 days 08:56:00.000000000,0.0
537,0 days 08:57:00.000000000,0.0
538,0 days 08:58:00.000000000,0.0
539,0 days 08:59:00.000000000,0.0
540,0 days 09:00:00.000000000,0.009900990099009901
541,0 days 09:01:00.000000000,0.0
542,0 days 09:02:00.000000000,0.0
543,0 days 09:03:00.000000000,0.0
544,0 days 09:04:00.000000000,0.0
545,0 days 09:05:00.000000000,0.009900990099009901
546,0 days 09:06:00.000000000,0.0
547,0 days 09:07:00.000000000,0.0
548,0 days 09:08:00.000000000,0.0
549,0 days 09:09:00.000000000,0.0
550,0 days 09:10:00.000000000,0.0
551,0 days 09:11:00.000000000,0.0
552,0 days 09:12:00.000000000,0.0
553,0 days 09:13:00.000000000,0.0
554,0 days 09:14:00.000000000,0.0
555,0 days 09:15:00.000000000,0.0
556,0 days 09:16:00.000000000,0.0
557,0 days 09:17:00.000000000,0.0
558,0 days 09:18:00.000000000,0.0
559,0 days 09:19:00.000000000,0.0
560,0 days 09:20:00.000000000,0.0
561,0 days 09:21:00.000000000,0.0
562,0 days 09:22:00.000000000,0.0
563,0 days 09:23:00.000000000,0.0
564,0 days 09:24:00.000000000,0.0
565,0 days 09:25:00.000000000,0.0
566,0 days 09:26:00.000000000,0.0
567,0 days 09:27:00.000000000,0.0
568,0 days 09:28:00.000000000,0.0
569,0 days 09:29:00.000000000,0.0
570,0 days 09:30:00.000000000,0.019801980198019802
571,0 days 09:31:00.000000000,0.0
572,0 days 09:32:00.000000000,0.0
573,0 days 09:33:00.000000000,0.0
574,0 days 09:34:00.000000000,0.0
575,0 days 09:35:00.000000000,0.0
576,0 days 09:36:00.000000000,0.0
577,0 days 09:37:00.000000000,0.0
578,0 days 09:38:00.000000000,0.0
579,0 days 09:39:00.000000000,0.0
580,0 days 09:40:00.000000000,0.0
581,0 days 09:41:00.000000000,0.0
582,0 days 09:42:00.000000000,0.0
583,0 days 09:43:00.000000000,0.0
584,0 days 09:44:00.000000000,0.0
585,0 days 09:45:00.000000000,0.0
586,0 days 09:46:00.000000000,0.0
587,0 days 09:47:00.000000000,0.0
588,0 days 09:48:00.000000000,0.0
589,0 days 09:49:00.000000000,0.0
590,0 days 09:50:00.000000000,0.0
591,0 days 09:51:00.000000000,0.0
592,0 days 09:52:00.000000000,0.0
593,0 days 09:53:00.000000000,0.0
594,0 days 09:54:00.000000000,0.0
595,0 days 09:55:00.000000000,0.0
596,0 days 09:56:00.000000000,0.0
597,0 days 09:57:00.000000000,0.0
598,0 days 09:58:00.000000000,0.0
599,0 days 09:59:00.000000000,0.0
600,0 days 10:00:00.000000000,0.0
601,0 days 10:01:00.000000000,0.0
602,0 days 10:02:00.000000000,0.0
603,0 days 10:03:00.000000000,0.0
604,0 days 10:04:00.000000000,0.0
605,0 days 10:05:00.000000000,0.0
606,0 days 10:06:00.000000000,0.0
607,0 days 10:07:00.000000000,0.0
608,0 days 10:08:00.000000000,0.0
609,0 days 10:09:00.000000000,0.0
610,0 days 10:10:00.000000000,0.0
611,0 days 10:11:00.000000000,0.0
612,0 days 10:12:00.000000000,0.0
613,0 days 10:13:00.000000000,0.0
614,0 days 10:14:00.000000000,0.0
615,0 days 10:15:00.000000000,0.0
616,0 days 10:16:00.000000000,0.0
617,0 days 10:17:00.000000000,0.0
618,0 days 10:18:00.000000000,0.0
619,0 days 10:19:00.000000000,0.0
620,0 days 10:20:00.000000000,0.0
621,0 days 10:21:00.000000000,0.0
622,0 days 10:22:00.000000000,0.0
623,0 days 10:23:00.000000000,0.0
624,0 days 10:24:00.000000000,0.0
625,0 days 10:25:00.000000000,0.009900990099009901
626,0 days 10:26:00.000000000,0.0
627,0 days 10:27:00.000000000,0.0
628,0 days 10:28:00.000000000,0.009900990099009901
629,0 days 10:29:00.000000000,0.0
630,0 days 10:30:00.000000000,0.0
631,0 days 10:31:00.000000000,0.0
632,0 days 10:32:00.000000000,0.0
633,0 days 10:33:00.000000000,0.0
634,0 days 10:34:00.000000000,0.0
635,0 days 10:35:00.000000000,0.0
636,0 days 10:36:00.000000000,0.0
637,0 days 10:37:00.000000000,0.0
638,0 days 10:38:00.000000000,0.0
639,0 days 10:39:00.000000000,0.0
640,0 days 10:40:00.000000000,0.009900990099009901
641,0 days 10:41:00.000000000,0.0
642,0 days 10:42:00.000000000,0.0
643,0 days 10:43:00.000000000,0.0
644,0 days 10:44:00.000000000,0.0
645,0 days 10:45:00.000000000,0.009900990099009901
646,0 days 10:46:00.000000000,0.0
647,0 days 10:47:00.000000000,0.0
648,0 days 10:48:00.000000000,0.0
649,0 days 10:49:00.000000000,0.0
650,0 days 10:50:00.000000000,0.0
651,0 days 10:51:00.000000000,0.0
652,0 days 10:52:00.000000000,0.0
653,0 days 10:53:00.000000000,0.0
654,0 days 10:54:00.000000000,0.0
655,0 days 10:55:00.000000000,0.0
656,0 days 10:56:00.000000000,0.0
657,0 days 10:57:00.000000000,0.0
658,0 days 10:58:00.000000000,0.0
659,0 days 10:59:00.000000000,0.0
660,0 days 11:00:00.000000000,0.0
661,0 days 11:01:00.000000000,0.0
662,0 days 11:02:00.000000000,0.0
663,0 days 11:03:00.000000000,0.0
664,0 days 11:04:00.000000000,0.0
665,0 days 11:05:00.000000000,0.009900990099009901
666,0 days 11:06:00.000000000,0.0
667,0 days 11:07:00.000000000,0.0
668,0 days 11:08:00.000000000,0.0
669,0 days 11:09:00.000000000,0.0
670,0 days 11:10:00.000000000,0.019801980198019802
671,0 days 11:11:00.000000000,0.0
672,0 days 11:12:00.000000000,0.0
673,0 days 11:13:00.000000000,0.0
674,0 days 11:14:00.000000000,0.009900990099009901
675,0 days 11:15:00.000000000,0.009900990099009901
676,0 days 11:16:00.000000000,0.0
677,0 days 11:17:00.000000000,0.0
678,0 days 11:18:00.000000000,0.0
679,0 days 11:19:00.000000000,0.0
680,0 days 11:20:00.000000000,0.0
681,0 days 11:21:00.000000000,0.0
682,0 days 11:22:00.000000000,0.0
683,0 days 11:23:00.000000000,0.0
684,0 days 11:24:00.000000000,0.0
685,0 days 11:25:00.000000000,0.0
686,0 days 11:26:00.000000000,0.0
687,0 days 11:27:00.000000000,0.0
688,0 days 11:28:00.000000000,0.0
689,0 days 11:29:00.000000000,0.0
690,0 days 11:30:00.000000000,0.0
691,0 days 11:31:00.000000000,0.0
